sequence_id	is_recombinant	breakpoint_start	breakpoint_end	p_value	methods	parent_1	parent_2
PV555119.1	true	174	4033	0.000000000000	3Seq	ref_KC197240	ref_DQ155560
PP372686.1	true	174	4036	0.000000000000	3Seq	ref_KC197240	ref_DQ155560
OR498072.1	true	4041	10938	0.000000000000	3Seq	ref_DQ155560	ref_AB661388
OR497958.1	true	4092	10873	0.000000000000	3Seq	ref_AM408911	ref_D10988
OR497957.1	true	3977	10873	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OR497955.1	true	4004	10796	0.000000000000	3Seq	ref_AM408911	ref_KC197240
OM525910.1	true	3964	10866	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525908.1	true	4000	10866	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525907.1	true	4000	10866	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525905.1	true	3977	10873	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525904.1	true	3870	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661388
OM525903.1	true	3870	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661388
OM525901.1	true	4000	10830	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525900.1	true	3821	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661388
OM525899.1	true	780	4041	0.000000000000	3Seq	ref_JF735114	ref_EU643835
OM525898.1	true	4003	10873	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525893.1	true	3871	10873	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525890.1	true	3767	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661388
OM525887.1	true	4000	10866	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525886.1	true	4000	10830	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525885.1	true	3751	11221	0.000000000000	3Seq	ref_AY587845	ref_KC197238
OM525884.1	true	3870	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661388
OM525881.1	true	4000	10866	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525880.1	true	995	4047	0.000000000000	3Seq	ref_FN666428	ref_DQ364460
OM525878.1	true	4257	10834	0.000000000000	3Seq	ref_AM408911	ref_KC197240
OM525877.1	true	3801	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661388
OM525874.1	true	4000	10866	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525870.1	true	4000	10866	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525861.1	true	4109	10866	0.000000000000	3Seq	ref_AM408911	ref_AB661382
OM525860.1	true	4000	10866	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525858.1	true	3870	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661388
OM525857.1	true	4062	10866	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OM525855.1	true	738	3770	0.000000000000	3Seq	ref_AB661388	ref_AY587845
FN666429.1	true	3714	11212	0.000000000000	3Seq	ref_AY587845	ref_D10988
FN666428.2	true	3714	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661388
ON314828.1	true	3820	11221	0.000000000000	3Seq	ref_AY587845	ref_KC197236
ON314827.1	true	3820	11221	0.000000000000	3Seq	ref_AY587845	ref_KC197236
ON314826.1	true	3999	10854	0.000000000000	3Seq	ref_AM408911	ref_AB661388
ON314825.1	true	3836	11221	0.000000000000	3Seq	ref_AY587845	ref_D10988
ON314824.1	true	3836	11221	0.000000000000	3Seq	ref_AY587845	ref_D10988
ON314823.1	true	4208	10873	0.000000000000	3Seq	ref_AM408911	ref_AB661388
ON314822.1	true	3870	11221	0.000000000000	3Seq	ref_AY587845	ref_D10988
OP022921.1	true	3999	10881	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OP022920.1	true	3999	10881	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OP022919.1	true	4044	11221	0.000000000000	3Seq	ref_EU643835	ref_JF735114
OP022918.1	true	1059	4000	0.000000000000	3Seq	ref_AB661388	ref_AM408911
OP022917.1	true	4059	11202	0.000000000000	3Seq	ref_DQ155560	ref_AB661388
OP022916.1	true	585	4035	0.000000000000	3Seq	ref_JF735117	ref_EU643835
OP022915.1	true	508	4042	0.000000000000	3Seq	ref_KC844042	ref_EU643835
OP022914.1	true	4042	11221	0.000000000000	3Seq	ref_EU643835	ref_KC197236
OP022913.1	true	523	4041	0.000000000000	3Seq	ref_JF735114	ref_EU643835
OP022912.1	true	573	4043	0.000000000000	3Seq	ref_FN666428	ref_EU643835
OP022911.1	true	3849	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661388
OP022910.1	true	3999	10881	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OP022909.1	true	3834	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661388
OP022908.1	true	3999	10881	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OP022907.1	true	3999	10881	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OP022906.1	true	523	4027	0.000000000000	3Seq	ref_D00944	ref_EU643835
OP022905.1	true	3999	10881	0.000000000000	3Seq	ref_AM408911	ref_AB661388
OP022904.1	true	523	4041	0.000000000000	3Seq	ref_JF735114	ref_EU643835
OP022903.1	true	625	4043	0.000000000000	3Seq	ref_FN666428	ref_EU643835
OP022902.1	true	3999	10881	0.000000000000	3Seq	ref_AM408911	ref_AB661388
ON314820.1	true	3790	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661388
ON314819.1	true	3770	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661382
ON314818.1	true	593	3767	0.000000000000	3Seq	ref_AB661382	ref_AY587845
ON314817.1	true	3770	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661382
ON314815.1	true	3770	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661382
ON314814.1	true	3770	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661382
ON314813.1	true	3806	11221	0.000000000000	3Seq	ref_AY587845	ref_KC197240
ON314812.1	true	3768	11221	0.000000000000	3Seq	ref_AY587845	ref_AB030907
OK552996.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552995.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552994.1	true	4042	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552993.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552992.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552991.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552990.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552989.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552988.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552987.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552986.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552985.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552984.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552983.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552982.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552981.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552980.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552979.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552978.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552977.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552976.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552975.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552974.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552973.1	true	3998	10744	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552972.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552971.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552970.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552969.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552968.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552967.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552966.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552964.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552963.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552962.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552961.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552960.1	true	3998	10920	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552959.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552958.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552957.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552956.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552955.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552954.1	true	4003	10940	0.000000000000	3Seq	ref_EU643835	ref_AB047639
OK552953.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552952.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552951.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552950.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552949.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552948.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552947.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552946.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552945.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552944.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552943.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552942.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552941.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552940.1	true	4003	10940	0.000000000000	3Seq	ref_EU643835	ref_AB047639
OK552939.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552938.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552937.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552936.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552935.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552934.1	true	4003	10940	0.000000000000	3Seq	ref_EU643835	ref_AB047639
OK552933.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552932.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552931.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552930.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552929.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552928.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552927.1	true	3998	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552926.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552925.1	true	4003	10940	0.000000000000	3Seq	ref_EU643835	ref_AB047639
OK552924.1	true	4003	10940	0.000000000000	3Seq	ref_EU643835	ref_AB047639
OK552923.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552922.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552921.1	true	4003	10940	0.000000000000	3Seq	ref_EU643835	ref_AB047639
OK552920.1	true	4003	10940	0.000000000000	3Seq	ref_EU643835	ref_AB047639
OK552919.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552918.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552917.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552916.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552915.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552914.1	true	4003	10940	0.000000000000	3Seq	ref_EU643835	ref_AB047639
OK552913.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552912.1	true	4003	10940	0.000000000000	3Seq	ref_EU643835	ref_AB047639
OK552911.1	true	4003	10940	0.000000000000	3Seq	ref_EU643835	ref_AB047639
OK552910.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552909.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552908.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552907.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552906.1	true	4003	10940	0.000000000000	3Seq	ref_EU643835	ref_AB047639
OK552905.1	true	4003	10940	0.000000000000	3Seq	ref_EU643835	ref_AB047639
OK552904.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
OK552903.1	true	4042	10940	0.000000000000	3Seq	ref_EU643835	ref_KC844042
MW766365.1	true	3999	10881	0.000000000000	3Seq	ref_AM408911	ref_AB661388
MW629119.1	true	3999	10881	0.000000000000	3Seq	ref_AM408911	ref_AB661388
MW041296.1	true	3990	10869	0.000000000000	3Seq	ref_AM408911	ref_AB661388
MW041295.1	true	3985	10830	0.000000000000	3Seq	ref_AM408911	ref_AB661382
MW041294.1	true	3975	10871	0.000000000000	3Seq	ref_AM408911	ref_AB661388
MT995340.1	true	523	4033	0.000000000000	3Seq	ref_JF735114	ref_EU643835
MT995339.1	true	523	4033	0.000000000000	3Seq	ref_JF735114	ref_EU643835
MT995338.1	true	523	4033	0.000000000000	3Seq	ref_JF735114	ref_EU643835
MT995337.1	true	4036	10760	0.000000000000	3Seq	ref_EU643835	ref_HM777358
MT995336.1	true	523	4033	0.000000000000	3Seq	ref_JF735114	ref_EU643835
MT995315.1	true	590	4044	0.000000000000	3Seq	ref_JF735114	ref_EU643835
MT995314.1	true	590	4044	0.000000000000	3Seq	ref_JF735114	ref_EU643835
MT995313.1	true	590	4044	0.000000000000	3Seq	ref_JF735114	ref_EU643835
MT995312.1	true	588	4043	0.000000000000	3Seq	ref_FN666428	ref_EU643835
MT995311.1	true	590	4044	0.000000000000	3Seq	ref_JF735114	ref_EU643835
MT632146.1	true	4050	10866	0.000000000000	3Seq	ref_AM408911	ref_AB661388
MN385564.1	true	506	4041	0.000000000000	3Seq	ref_JF735113	ref_EU643835
MN385563.1	true	4046	10920	0.000000000000	3Seq	ref_EU643835	ref_JF735114
MH477423.1	true	3804	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661388
MG406988.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
MG406987.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
KX621556.1	true	523	4041	0.000000000000	3Seq	ref_JF735114	ref_EU643835
KX621555.1	true	508	4041	0.000000000000	3Seq	ref_FN666429	ref_EU643835
KX621554.1	true	523	3996	0.000000000000	3Seq	ref_AB047639	ref_EU643835
KX621552.1	true	506	4029	0.000000000000	3Seq	ref_JF735113	ref_EU643835
KX621551.1	true	4041	10760	0.000000000000	3Seq	ref_EU643835	ref_HM777358
KX621550.1	true	523	4041	0.000000000000	3Seq	ref_JF735114	ref_EU643835
KX621549.1	true	523	4030	0.000000000000	3Seq	ref_JF735114	ref_EU643835
KX621548.1	true	508	4035	0.000000000000	3Seq	ref_KC844042	ref_EU643835
KX621547.1	true	523	4030	0.000000000000	3Seq	ref_JF735114	ref_EU643835
KX621546.1	true	506	4046	0.000000000000	3Seq	ref_JX227967	ref_EU643835
KX621545.1	true	508	4041	0.000000000000	3Seq	ref_FN666429	ref_EU643835
HM777358.1	true	3984	10760	0.000000000000	3Seq	ref_AM408911	ref_D10988
DQ430817.1	true	4038	10644	0.000000000000	3Seq	ref_EU643835	ref_HM777358
DQ430815.1	true	4038	10644	0.000000000000	3Seq	ref_EU643835	ref_HM777358
KU871278.1	true	4042	10773	0.000000000000	3Seq	ref_EU643835	ref_D50409
KU871277.1	true	523	4044	0.000000000000	3Seq	ref_JF735114	ref_EU643835
KU871276.1	true	523	3996	0.000000000000	3Seq	ref_JF735114	ref_EU643835
KM587621.1	true	4008	10868	0.000000000000	3Seq	ref_AM408911	ref_AB661388
KM587620.1	true	4000	10878	0.000000000000	3Seq	ref_AM408911	ref_AB661388
KM587619.1	true	4000	10873	0.000000000000	3Seq	ref_AM408911	ref_AB661388
KM587617.1	true	523	4035	0.000000000000	3Seq	ref_JF735114	ref_EU643835
KM587616.1	true	762	3766	0.000000000000	3Seq	ref_AB661388	ref_AY587845
KM349851.1	true	508	4047	0.000000000000	3Seq	ref_KC844042	ref_EU643835
KF700370.1	true	5445	9949	0.000000000000	3Seq	ref_HQ639944	ref_D00944
KF693783.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
KF693782.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
KF693781.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
KF693780.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
KF693779.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
KF693778.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
KF693777.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
KF693776.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
KF268446.1	true	5445	9949	0.000000000000	3Seq	ref_HQ639944	ref_D00944
KC967479.1	true	546	4029	0.000000000000	3Seq	ref_AB047639	ref_JX227949
KC967478.1	true	523	3996	0.000000000000	3Seq	ref_AB047639	ref_EU643835
KC967477.1	true	550	3996	0.000000000000	3Seq	ref_AB047639	ref_EU643835
KC844050.1	true	3977	10866	0.000000000000	3Seq	ref_AM408911	ref_AB661388
KC844048.1	true	536	4045	0.000000000000	3Seq	ref_JF735117	ref_EU643835
KC844043.1	true	3790	11221	0.000000000000	3Seq	ref_AY587845	ref_AB661388
KC844042.1	true	3990	11151	0.000000000000	3Seq	ref_AM408911	ref_AB661388
KC197240.1	true	4480	10543	0.000000000000	3Seq	ref_AM408911	ref_EF407457
KC197239.1	true	4004	10818	0.000000000000	3Seq	ref_AM408911	ref_KC197240
KC197238.1	true	4065	11017	0.000000000000	3Seq	ref_EU643835	ref_KC197235
KC197237.1	true	3689	11221	0.000000000000	3Seq	ref_AY587845	ref_KC197235
KC197236.1	true	1604	4079	0.000000000000	3Seq	ref_KC197240	ref_EU643835
KC197235.1	true	4411	10543	0.000000000000	3Seq	ref_AM408911	ref_EF407457
KC197234.1	true	3849	11236	0.000000000000	3Seq	ref_AY587845	ref_D10988
KC197233.1	true	3975	10863	0.000000000000	3Seq	ref_AM408911	ref_AB661388
KC197232.1	true	4008	10868	0.000000000000	3Seq	ref_AM408911	ref_AB661388
KC197231.1	true	4041	11202	0.000000000000	3Seq	ref_DQ155560	ref_AB661388
KC197230.1	true	4038	11202	0.000000000000	3Seq	ref_DQ155560	ref_AB661388
KC197229.1	true	576	4038	0.000000000000	3Seq	ref_AB661388	ref_DQ155560
KC197228.1	true	3999	10873	0.000000000000	3Seq	ref_AM408911	ref_AB661388
KC197227.1	true	4032	10837	0.000000000000	3Seq	ref_AM408911	ref_KC197240
KC197226.1	true	585	4041	0.000000000000	3Seq	ref_JF735117	ref_EU643835
HQ852469.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
HQ852468.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
HQ852467.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
HQ852466.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
HQ852465.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
HQ852464.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
HQ852463.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
HQ852462.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
HQ852461.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
HQ852460.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
HQ852459.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
HQ852458.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
AB690461.1	true	4004	10796	0.000000000000	3Seq	ref_AM408911	ref_KC197240
AB690460.1	true	174	4046	0.000000000000	3Seq	ref_KC197240	ref_DQ155560
JF343793.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
JF343792.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
JF343791.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
JF343790.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
JF343789.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
JF343788.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
JF343787.2	true	278	4033	0.000000000000	3Seq	ref_AB047639	ref_AY859526
JF343786.2	true	117	4029	0.000000000000	3Seq	ref_AB047639	ref_AF064490
JF343785.2	true	116	4026	0.000000000000	3Seq	ref_AB047639	ref_DQ418789
JF343784.2	true	86	4028	0.000000000000	3Seq	ref_AB047639	ref_D28917
JF343783.1	true	41	3996	0.000000000000	3Seq	ref_AB047639	ref_AB622121
JF343782.1	true	402	4029	0.000000000000	3Seq	ref_AB047639	ref_D00944
JF343781.2	true	85	4025	0.000000000000	3Seq	ref_AB047639	ref_D90208
JF343780.2	true	41	4029	0.000000000000	3Seq	ref_AB047639	ref_AY651061
HQ852457.1	true	492	4028	0.000000000000	3Seq	ref_AB047639	ref_D28917
HQ852456.1	true	506	4025	0.000000000000	3Seq	ref_AB047639	ref_D90208
HQ852455.1	true	506	4025	0.000000000000	3Seq	ref_AB047639	ref_D90208
HQ852454.1	true	473	4029	0.000000000000	3Seq	ref_AB047639	ref_EF407457
HQ852453.1	true	473	4029	0.000000000000	3Seq	ref_AB047639	ref_AY651061
HM777359.1	true	4056	10809	0.000000000000	3Seq	ref_AM408911	ref_KC197238
PZ302482.1	true	4352	9987	0.000000000000	3Seq	ref_KJ470623	ref_AY587845
PX387000.1	true	4452	9926	0.000000000000	3Seq	ref_KJ470623	ref_JF779679
PX386999.1	true	3197	10014	0.000000000000	3Seq	ref_JF735121	ref_DQ364460
PX386998.1	true	3774	9987	0.000000000000	3Seq	ref_JF735126	ref_AB677530
PX386997.1	true	3732	9731	0.000000000000	3Seq	ref_JF735121	ref_AB677530
PX386996.1	true	658	3912	0.000000000000	3Seq	ref_AB622121	ref_JF735121
PX386995.1	true	4483	9987	0.000000000000	3Seq	ref_KJ470623	ref_AY587845
PX386994.1	true	817	4567	0.000000000000	3Seq	ref_AB622121	ref_KJ470623
PX386993.1	true	3759	10044	0.000000000000	3Seq	ref_JF735121	ref_AB622121
PX386983.1	true	3819	9907	0.000000000005	3Seq	ref_JF735126	ref_AY587845
PX386980.1	true	4484	9965	0.000000000000	3Seq	ref_KJ470623	ref_AB622121
PX386977.1	true	1847	9435	0.000000000000	3Seq	ref_KJ470619	ref_AB677530
PX386976.1	true	3200	10421	0.000000000000	3Seq	ref_JF735121	ref_AB622121
PX386975.1	true	4332	9963	0.000000000000	3Seq	ref_KJ470623	ref_AY587845
PX386974.1	true	3764	10421	0.000000000000	3Seq	ref_JF735121	ref_AB622121
PX386971.1	true	4483	9987	0.000000000000	3Seq	ref_KJ470623	ref_DQ364460
PX386965.1	true	3989	9743	0.000000000000	3Seq	ref_JF735126	ref_AB622121
PX386963.1	true	1712	2822	0.000000000009	3Seq	ref_KC248195	ref_KC197239
PX446232.1	true	2385	9330	0.000000000000	3Seq	ref_JF735123	ref_AB677530
PX290144.1	true	2355	9987	0.000000000003	3Seq	ref_KJ470623	ref_AB622121
PQ660859.1	true	4352	9987	0.000000000000	3Seq	ref_KJ470623	ref_AB677530
PQ660857.1	true	1009	10760	0.000000000000	3Seq	ref_EF407457	ref_DQ418789
PQ660856.1	true	4352	9987	0.000000000001	3Seq	ref_KJ470623	ref_AB677530
PQ660852.1	true	982	10643	0.000000000000	3Seq	ref_EF407457	ref_DQ988074
PQ660848.1	true	4352	9987	0.000000000001	3Seq	ref_KJ470623	ref_AB677530
PQ660847.1	true	4352	9987	0.000000000001	3Seq	ref_KJ470623	ref_AB677530
PQ660840.1	true	4365	9987	0.000000000001	3Seq	ref_KJ470623	ref_AB677530
PQ660839.1	true	4352	9987	0.000000000001	3Seq	ref_KJ470623	ref_AB677530
PQ660837.1	true	4352	9987	0.000000000007	3Seq	ref_KJ470623	ref_AB677530
PQ660830.1	true	3926	9979	0.000000000001	3Seq	ref_JF735126	ref_AB622121
OR497988.1	true	3779	9707	0.000000000000	3Seq	ref_JF735126	ref_AB677530
OR497956.1	true	3651	10017	0.000000000000	3Seq	ref_JF735126	ref_AB677527
OR497875.1	true	4458	9963	0.000000000000	3Seq	ref_KJ470623	ref_AY587845
OR497874.1	true	4341	9987	0.000000000000	3Seq	ref_KJ470623	ref_AY587845
OR497873.1	true	3819	10017	0.000000000000	3Seq	ref_JF735126	ref_AY587845
OR497871.1	true	658	3764	0.000000000000	3Seq	ref_AB622121	ref_JF735121
OR497870.1	true	3773	10421	0.000000000000	3Seq	ref_JF735126	ref_AB622121
OR497869.1	true	3732	9987	0.000000000000	3Seq	ref_JF735121	ref_AB677530
OR497868.1	true	3917	10044	0.000000000000	3Seq	ref_JF735121	ref_AB622121
OR497867.1	true	3907	10022	0.000000000000	3Seq	ref_JF735121	ref_AY587845
OR497866.1	true	3733	9987	0.000000000000	3Seq	ref_JF735126	ref_AB677530
OR497865.1	true	3733	9543	0.000000000000	3Seq	ref_JF735121	ref_AB677530
OR497864.1	true	3733	9952	0.000000000000	3Seq	ref_JF735126	ref_AB677530
OR497863.1	true	3733	9952	0.000000000000	3Seq	ref_JF735126	ref_AB677530
OR497862.1	true	3733	9987	0.000000000000	3Seq	ref_JF735126	ref_AB677530
OR497861.1	true	3733	9987	0.000000000000	3Seq	ref_JF735126	ref_AB677530
OR497860.1	true	3733	9987	0.000000000000	3Seq	ref_JF735126	ref_AB677530
OR497859.1	true	3732	9731	0.000000000000	3Seq	ref_JF735121	ref_AB677530
OR497858.1	true	3915	10095	0.000000000000	3Seq	ref_JF735126	ref_AB622121
OR497857.1	true	3681	9730	0.000000000000	3Seq	ref_JF735121	ref_AB677530
OR497856.1	true	3733	9987	0.000000000000	3Seq	ref_JF735126	ref_AB677530
OR497855.1	true	3912	9987	0.000000000000	3Seq	ref_JF735121	ref_AB622121
OR497854.1	true	3733	9987	0.000000000000	3Seq	ref_JF735126	ref_AB677530
